id,authors,title,references,category,abstract,year,source
704.0389,Eanna E. Flanagan and Tanja Hinderer,"Evolution of the Carter constant for inspirals into a black hole: effect
  of the black hole quadrupole","Phys.Rev.D75:124007,2007; Erratum-ibid.D82:069904,2010;
  Erratum-ibid.D82:129903,2010",gr-qc,"  We analyze the effect of gravitational radiation reaction on generic orbits
around a body with an axisymmetric mass quadrupole moment Q to linear order in
Q, to the leading post-Newtonian order, and to linear order in the mass ratio.
This system admits three constants of the motion in absence of radiation
reaction: energy, angular momentum, and a third constant analogous to the
Carter constant. We compute instantaneous and time-averaged rates of change of
these three constants. For a point particle orbiting a black hole, Ryan has
computed the leading order evolution of the orbit's Carter constant, which is
linear in the spin. Our result, when combined with an interaction quadratic in
the spin (the coupling of the black hole's spin to its own radiation reaction
field), gives the next to leading order evolution. The effect of the
quadrupole, like that of the linear spin term, is to circularize eccentric
orbits and to drive the orbital plane towards antialignment with the symmetry
axis. In addition we consider a system of two point masses where one body has a
single mass multipole or current multipole. To linear order in the mass ratio,
to linear order in the multipole, and to the leading post-Newtonian order, we
show that there does not exist an analog of the Carter constant for such a
system (except for the cases of spin and mass quadrupole). With mild additional
assumptions, this result falsifies the conjecture that all vacuum, axisymmetric
spacetimes posess a third constant of geodesic motion.
",2011,arxiv
704.039,"Serge Troubetzkoy (CPT, Iml, Frumam)","Dual billiards, Fagnano orbits and regular polygons",The American Mathematical Monthly 116 (2009) 251-260,math.DS,"  We study the notion of Fagnano orbits for dual polygonal billiards. We used
them to characterize regular polygons and we study the iteration of the
developing map.
",2009,arxiv
704.0392,"Marcus Kaiser, Robert Martin, Peter Andras and Malcolm P. Young",Simulation of Robustness against Lesions of Cortical Networks,"European Journal of Neuroscience, 25:3185--3192, 2007",q-bio.NC cond-mat.dis-nn physics.soc-ph,"  Structure entails function and thus a structural description of the brain
will help to understand its function and may provide insights into many
properties of brain systems, from their robustness and recovery from damage, to
their dynamics and even their evolution. Advances in the analysis of complex
networks provide useful new approaches to understanding structural and
functional properties of brain networks. Structural properties of networks
recently described allow their characterization as small-world, random
(exponential) and scale-free. They complement the set of other properties that
have been explored in the context of brain connectivity, such as topology,
hodology, clustering, and hierarchical organization. Here we apply new network
analysis methods to cortical inter-areal connectivity networks for the cat and
macaque brains. We compare these corticocortical fibre networks to benchmark
rewired, small-world, scale-free and random networks, using two analysis
strategies, in which we measure the effects of the removal of nodes and
connections on the structural properties of the cortical networks. The brain
networks' structural decay is in most respects similar to that of scale-free
networks. The results implicate highly connected hub-nodes and bottleneck
connections as structural basis for some of the conditional robustness of brain
systems. This informs the understanding of the development of brain networks'
connectivity.
",2008,arxiv
704.0393,S. C. Hendy,A thermodynamic model for the melting of supported metal nanoparticles,"Nanotechnology 18, 175703 (2007).",cond-mat.mtrl-sci,"  We construct a simple thermodynamic model to describe the melting of a
supported metal nanoparticle with a spherically curved free surface both with
and without surface melting. We use the model to investigate the results of
recent molecular dynamics simulations, which suggest the melting temperature of
a supported metal particle is the same as that of a free spherical particle
with the same surface curvature. Our model shows that this is only the case
when the contact angles of the supported solid and liquid particles are
similar. This is also the case for the temperature at which surface melting
begins.
",2007,arxiv
704.0394,Anna Ja\'skiewicz,Average optimality for risk-sensitive control with general state space,"Annals of Applied Probability 2007, Vol. 17, No. 2, 654-675",q-fin.RM math.PR,"  This paper deals with discrete-time Markov control processes on a general
state space. A long-run risk-sensitive average cost criterion is used as a
performance measure. The one-step cost function is nonnegative and possibly
unbounded. Using the vanishing discount factor approach, the optimality
inequality and an optimal stationary strategy for the decision maker are
established.
",2016,arxiv
704.0397,Anne E. B. Nielsen and Klaus Molmer,Conditional generation of path-entangled optical NOON states,"Phys. Rev. A 75, 063803 (2007)",quant-ph,"  We propose a measurement protocol to generate path-entangled NOON states
conditionally from two pulsed type II optical parametric oscillators. We
calculate the fidelity of the produced states and the success probability of
the protocol. The trigger detectors are assumed to have finite dead time, and
for short pulse trigger fields they are modeled as on/off detectors with finite
efficiency. Continuous-wave operation of the parametric oscillators is also
considered.
",2007,arxiv
704.0398,"Florian Dennert, Rudolf Gr\""ubel","Renewals for exponentially increasing lifetimes, with an application to
  digital search trees","Annals of Applied Probability 2007, Vol. 17, No. 2, 676-687",math.PR,"  We show that the number of renewals up to time $t$ exhibits distributional
fluctuations as $t\to\infty$ if the underlying lifetimes increase at an
exponential rate in a distributional sense. This provides a probabilistic
explanation for the asymptotics of insertion depth in random trees generated by
a bit-comparison strategy from uniform input; we also obtain a representation
for the resulting family of limit laws along subsequences. Our approach can
also be used to obtain rates of convergence.
",2016,arxiv
704.0399,"G. Clement, J.C. Fabris and G.T. Marques",Hawking radiation of linear dilaton black holes,"Phys.Lett.B651:54-57,2007",gr-qc hep-th,"  We compute exactly the semi-classical radiation spectrum for a class of
non-asymptotically flat charged dilaton black holes, the so-called linear
dilaton black holes. In the high frequency regime, the temperature for these
black holes generically agrees with the surface gravity result. In the special
case where the black hole is massless, we show that, although the surface
gravity remains finite, there is no radiation, in agreement with the fact that
massless objects cannot radiate.
",2008,arxiv
704.04,Niklas Beisert,The S-Matrix of AdS/CFT and Yangian Symmetry,"PoS Solvay:002,2006",nlin.SI cond-mat.stat-mech hep-th,"  We review the algebraic construction of the S-matrix of AdS/CFT. We also
present its symmetry algebra which turns out to be a Yangian of the centrally
extended su(2|2) superalgebra.
",2011,arxiv
704.0403,Andrew J Shields,Review: Semiconductor Quantum Light Sources,"Nature Photonics 1, 215 (2007)",quant-ph,"  Lasers and LEDs display a statistical distribution in the number of photons
emitted in a given time interval. New applications exploiting the quantum
properties of light require sources for which either individual photons, or
pairs, are generated in a regulated stream. Here we review recent research on
single-photon sources based on the emission of a single semiconductor quantum
dot. In just a few years remarkable progress has been made in generating
indistinguishable single-photons and entangled photon pairs using such
structures. It suggests it may be possible to realise compact, robust, LED-like
semiconductor devices for quantum light generation.
",2015,arxiv
704.0404,"A.B.Kaidalov, M.I.Vysotsky","To the origin of the difference of FSI phases in $B\to\pi\pi$ and
  $B\to\rho\rho$ decays","Phys.Lett.B652:203-212,2007",hep-ph hep-ex,"  The final state interactions (FSI) model in which soft rescattering of low
mass intermediate states dominates is suggested. It explains why the strong
interaction phases are large in the $B_d\to\pi\pi$ channel and are considerably
smaller in the $B_d\to\rho\rho$ one. Direct CP asymmetries of $B_d\to\pi\pi$
decays which are determined by FSI phases are considered as well.
",2008,arxiv
704.0405,"W. Kang, R. J. Williams","An invariance principle for semimartingale reflecting Brownian motions
  in domains with piecewise smooth boundaries","Annals of Applied Probability 2007, Vol. 17, No. 2, 741-779",math.PR,"  Semimartingale reflecting Brownian motions (SRBMs) living in the closures of
domains with piecewise smooth boundaries are of interest in applied probability
because of their role as heavy traffic approximations for some stochastic
networks. In this paper, assuming certain conditions on the domains and
directions of reflection, a perturbation result, or invariance principle, for
SRBMs is proved. This provides sufficient conditions for a process that
satisfies the definition of an SRBM, except for small random perturbations in
the defining conditions, to be close in distribution to an SRBM. A crucial
ingredient in the proof of this result is an oscillation inequality for
solutions of a perturbed Skorokhod problem. We use the invariance principle to
show weak existence of SRBMs under mild conditions. We also use the invariance
principle, in conjunction with known uniqueness results for SRBMs, to give some
sufficient conditions for validating approximations involving (i) SRBMs in
convex polyhedrons with a constant reflection vector field on each face of the
polyhedron, and (ii) SRBMs in bounded domains with piecewise smooth boundaries
and possibly nonconstant reflection vector fields on the boundary surfaces.
",2009,arxiv
704.0407,"S.S. Avancini, J.R. Marinelli, D.P. Menezes, M.M.W. de Moraes and C.
  Provid\^encia","Density dependent hadronic models and the relation between neutron stars
  and neutron skin thickness","Phys.Rev.C75:055805,2007",nucl-th,"  In the present work we investigate the main differences in the lead neutron
skin thickness, binding energy, surface energy and density profiles obtained
with two different density dependent relativistic hadronic models, within the
Thomas-Fermi approximation. We show that the asymmetry parameter for low
momentum transfer polarized electron scattering is not sensitive to the model
parametrization differences.
",2008,arxiv
704.0408,"J. K. Viljas, F. Pauly and J. C. Cuevas",Photoconductance of organic single-molecule contacts,"Phys. Rev. B 76, 033403 (2007)",cond-mat.mes-hall,"  We study the dc conductance of organic single-molecule contacts in the
presence of external electromagnetic radiation (photoconductance). In agreement
with previous predictions, we find that the radiation can lead to large
enhancements of the conductance of such contacts by bringing off-resonant
levels into resonance through photoassisted processes. In our analysis we make
use of the simplifying fact that, under certain assumptions, the
photoconductance can be expressed in terms of the transmission function in the
absence of the radiation. The conductance enhancement is demonstrated for
oligophenylene molecules between gold electrodes, whose electronic structure is
calculated based on density-functional theory. It is shown that the exponential
decay of the conductance with the length of the molecule can be replaced by a
length-independent value in the presence of radiation.
",2009,arxiv
704.0409,"D.G. Levkov, A.G. Panin, S.M. Sibiryakov","On the over-barrier reflection in quantum mechanics with multiple
  degrees of freedom","Phys. Rev. A 76, 032114 (2007)",quant-ph hep-th nlin.CD physics.atom-ph physics.chem-ph,"  We present an analytic example of two dimensional quantum mechanical system,
where the exponential suppression of the probability of over-barrier reflection
changes non-monotonically with energy. The suppression is minimal at certain
""optimal"" energies where reflection occurs with exponentially larger
probability than at other energies.
",2007,arxiv
704.041,"R.S. Deacon, K-C. Chuang, R. J.Nicholas, K.S. Novoselov, A.K. Geim","Cyclotron Resonance study of the electron and hole velocity in graphene
  monolayers","Phys. Rev. B 76, 081406(R) (2007)",cond-mat.mes-hall,"  We report studies of cyclotron resonance in monolayer graphene. Cyclotron
resonance is detected using the photoconductive response of the sample for
several different Landau level occupancies. The experiments measure an electron
velocity at the K- (Dirac) point of $c_{K}^{*}$ = 1.093 x 10$^{6}$ ms$^{-1}$
and in addition detect a significant asymmetry between the electron and hole
bands, leading to a difference in the electron and hole velocities of 5% by
energies of 125 meV away from the Dirac point.
",2007,arxiv
704.0411,Zhiping Xu,Molecular circuits based on graphene nano-ribbon junctions,"Applied Physics Letters 90, 223115 (2007)",cond-mat.mes-hall cond-mat.mtrl-sci,"  Graphene nano-ribbons junctions based electronic devices are proposed in this
Letter. Non-equilibrium Green function calculations show that nano-ribbon
junctions tailored from single layer graphene with different edge shape and
width can act as metal-semiconductor junctions and quantum dots can be
implemented. In virtue of the possibilities of patterning monolayer graphene
down to atomic precision, these structures, quite different from the previously
reported two-dimensional bulk graphene or carbon nanotube devices, are expected
to be used as the building blocks of the future nano-electronics.
",2007,arxiv
704.0413,"Toru Kojo, Daisuke Jido and Arata Hayashigaki",Exotic Hadron in Pole-dominated QCD Sum Rules,"Prog.Theor.Phys.Suppl.168:58-61,2007",hep-ph,"  We study pentaquark $\Theta^{+} (I=0,J=1/2)$ in the QCD sum rules emphasizing
that we can not extract any properties of the pentaquark outside of the Borel
window. To find the appropriate Borel window, we prepare a favorable set up of
the correlators and carry out the operator product expansion up to dimension 15
within factorization hypothesis. Our procedures reduce the unwanted high energy
contaminations and enhance the low energy correlation. In the Borel window,
independent analyses for the chiral-even and odd sum rules give the consistent
values of the $\Theta^+$ mass, $1.68\pm0.22$ GeV, and the residue. The parity
is found to be {\it positive}.
",2008,arxiv
704.0414,"Antoine Moreau (LASMEA), Didier Felbacq (GES)",Leaky modes of a left-handed slab,"journal of the european optical society : rapid publications 3
  (2008) 08032",physics.optics,"  Using complex plane analysis we show that left-handed slab may support either
leaky slab waves, which are backward because of negative refraction, or leaky
surface waves, which are backward or forward depending on the propagation
direction of the surface wave itself. Moreover, there is a general connection
between the reflection coefficient of the left-handed slab and the one of the
corresponding right-handed slab (with opposite permittivity and permeability)
so that leaky slab modes are excited for the same angle of incidence of the
impinging beam for both structures. Many negative giant lateral shifts can be
explained by the excitation of these leaky modes.
",2009,arxiv
704.0415,O. E. Raichev,Coulomb blockade of field emission from nanoscale conductors,"Phys. Rev. B 73, 195328 (2006)",cond-mat.mes-hall,"  Theoretical description of the field emission of electrons from nanoscale
objects weakly coupled to the cathode is presented. It is shown that the field-
emission current increases in a step-like fashion due to single-electron
charging which leads to abrupt changes of the effective electric field
responsible for the field emission. A detailed consideration of the
current-voltage characteristics is carried out for a nanocluster modelled by a
metallic spherical particle in the close vicinity of the cathode and for a
cylindrical silicon nanowire grown on the cathode surface.
",2015,arxiv
704.0416,Gabriela Schmithuesen,Origamis with non congruence Veech groups,"Proceedings of 34th Symposium on Transformation Groups, Edited by
  T. Kawakami, Wing Co., Ltd., 2007 (p.31 - 55).",math.GT math.AG,"  As main result we show that for each g > 1 there is some translation surface
of genus g whose Veech group is a non congruence subgroup of SL(2,Z). We use
origamis/square-tiled surfaces to produce our examples. The article is divided
into two parts: In the first part we introduce translation surfaces, origamis,
Veech groups and Teichmueller curves and show for two origamis in genus 2 that
their Veech groups are non congruence groups; in the second part we provide a
technique that produces sequences of origamis whose Veech groups are
decreasing. This is used to prove the main result.
",2007,arxiv
704.0418,"Yu-Cheng Lin, Ferenc Igloi and Heiko Rieger","Entanglement entropy at infinite randomness fixed points in higher
  dimensions","Phys. Rev. Lett. 99, 147202 (2007)",cond-mat.dis-nn quant-ph,"  The entanglement entropy of the two-dimensional random transverse Ising model
is studied with a numerical implementation of the strong disorder
renormalization group. The asymptotic behavior of the entropy per surface area
diverges at, and only at, the quantum phase transition that is governed by an
infinite randomness fixed point. Here we identify a double-logarithmic
multiplicative correction to the area law for the entanglement entropy. This
contrasts with the pure area law valid at the infinite randomness fixed point
in the diluted transverse Ising model in higher dimensions.
",2009,arxiv
704.0421,"D. Urosevic, B. Vukotic, B. Arbutina, D. Ilic",The Sigma-D Relation for Planetary Nebulae: Preliminary Analysis,"Serb. Astron. J., vol. 174, p. 73-76 (2007)",astro-ph,"  An analysis of the relation between radio surface brightness and diameter,
so-called Sigma-D relation, for planetary nebulae (PNe) is presented: i) the
theoretical Sigma-D relation for the evolution of bremsstrahlung surface
brightness is derived; ii) contrary to the results obtained earlier for the
Galactic supernova remnant (SNR) samples, our results show that the updated
sample of Galactic PNe does not severely suffer from volume selection effect -
Malmquist bias (same as for the extragalactic SNR samples) and; iii) we
conclude that the empirical Sigma-D relation for PNe derived in this paper is
not useful for valid determination of distances for all observed PNe with
unknown distances.
",2009,arxiv
704.0422,"Pablo Bianucci, Chris Fietz, John W. Robertson, Gennady Shvets and
  Chih-Kang Shih",Polarization conversion in a silica microsphere,"Optics Express, Vol. 15, Issue 11, pp. 7000-7005 (2007)",physics.optics,"  We experimentally demonstrate controlled polarization-selective phenomena in
a whispering gallery mode resonator. We observed efficient ($\approx 75 %$)
polarization conversion of light in a silica microsphere coupled to a tapered
optical fiber with proper optimization of the polarization of the propagating
light. A simple model treating the microsphere as a ring resonator provides a
good fit to the observed behavior.
",2009,arxiv
704.0423,"H. S. Lee, H. C. Bhang, J. H. Choi, H. Dao, I. S. Hahn, M. J. Hwang,
  S. W. Jung, W. G. Kang, D. W. Kim, H. J. Kim, S. C. Kim, S. K. Kim, Y. D.
  Kim, J. W. Kwak, Y. J. Kwon, J. Lee, J. H. Lee, J. I. Lee, M. J. Lee, S. J.
  Lee, J. Li, X. Li, Y. J. Li, S. S. Myung, S. Ryu, J. H. So, Q. Yue, J. J. Zhu",Limits on WIMP-nucleon interactions with CsI(Tl) crystal detectors,"Phys.Rev.Lett.99:091301,2007",astro-ph,"  The Korea Invisible Mass Search(KIMS) experiment presents new limits on
WIMP-nucleon cross section using the data from an exposure of 3409 kgd taken
with low background CsI(Tl) crystals at Yangyang underground laboratory. The
most stringent limit on the spin dependent interaction for pure proton case is
obtained. The DAMA signal region for both spin independent and spin dependent
interactions for the WIMP mass higher than 20 GeV/c^2are excluded by the single
experiment with crystal scintillators.
",2010,arxiv
704.0424,"Xiao-Feng Luo, Xin Dong, Ming Shao, Ke-Jun Wu, Cheng Li, Hong-Fang
  Chen, Hu-Shan Xu",Stopping effects in U+U collisions with a beam energy of 520 MeV/nucleon,"Phys.Rev.C76:044902,2007",nucl-ex,"  A Relativistic Transport Model (ART1.0) is applied to simulate the stopping
effects in tip-tip and body-body U+U collisions, at a beam kinetic energy of
520 MeV/nucleon. Our simulation results have demonstrated that both central
collisions of the two extreme orientations can achieve full stopping, and also
form a bulk of hot, dense nuclear matter with a sufficiently large volume and
long duration, due to the largely deformed uranium nuclei. The nucleon sideward
flow in the tip-tip collisions is nearly 3 times larger than that in body-body
ones at normalized impact parameter $b/b_{max}<0.5$, and that the body-body
central collisions have a largest negative nucleon elliptic flow $v_{2}=-12%$
in contrast to zero in tip-tip ones. Thus the extreme circumstance and the
novel experimental observables in tip-tip and body-body collisions can provide
a good condition and sensitive probe to study the nuclear EoS, respectively.
The Cooling Storage Ring (CSR) External Target Facility (ETF) to be built at
Lanzhou, China, delivering the uranium beam up to 520 MeV/nucleon is expected
to make significant contribution to explore the nuclear equation of state
(EoS).
",2008,arxiv
704.0426,"Leonid Chuzhoy, Michael Kuhlen, Paul R. Shapiro",Feedback from first radiation sources: H- photodissociation,"Astrophys.J.665:L85-L88, 2007",astro-ph,"  During the epoch of reionization, the formation of radiation sources is
accompanied by the growth of a H- photodissociating flux. We estimate the
impact of this flux on the formation of molecular hydrogen and cooling in the
first galaxies, assuming different types of radiation sources (e.g. Pop II and
Pop III stars, miniquasars). We find that H- photodissociation reduces the
formation of H2 molecules by a factor of ~1+1000k_s*x/(f_esc*delta), where x is
the mean ionized fraction in the IGM, f_esc is the fraction of ionizing photons
that escape from their progenitor halos, delta is the local gas overdensity and
k_s is an order unity constant which depends on the type of radiation source.
By the time a significant fraction of the universe becomes ionized, H-
photodissociation may significantly reduce the H2 abundance and, with it, the
primordial star formation rate, delaying the progress of reionization.
",2009,arxiv
704.0427,"Martin Hasenbusch, Francesco Parisen Toldin, Andrea Pelissetto, Ettore
  Vicari",The 3D +-J Ising model at the ferromagnetic transition line,Phys. Rev. B 76 (2007) 094402,cond-mat.dis-nn cond-mat.stat-mech,"  We study the critical behavior of the three-dimensional $\pm J$ Ising model
[with a random-exchange probability $P(J_{xy}) = p \delta(J_{xy} - J) + (1-p)
\delta(J_{xy} + J)$] at the transition line between the paramagnetic and
ferromagnetic phase, which extends from $p=1$ to a multicritical (Nishimori)
point at $p=p_N\approx 0.767$. By a finite-size scaling analysis of Monte Carlo
simulations at various values of $p$ in the region $p_N<p<1$, we provide strong
numerical evidence that the critical behavior along the ferromagnetic
transition line belongs to the same universality class as the three-dimensional
randomly-dilute Ising model. We obtain the results $\nu=0.682(3)$ and
$\eta=0.036(2)$ for the critical exponents, which are consistent with the
estimates $\nu=0.683(2)$ and $\eta=0.036(1)$ at the transition of
randomly-dilute Ising models.
",2007,arxiv
704.0428,David R. Ciardi and Cynthia Gomez Martin,Star Formation in the Bok Globule CB54,"Astrophys.J.664:377-383,2007",astro-ph,"  We present mid-infrared (10.4 \micron, 11.7 \micron, and 18.3 \micron)
imaging intended to locate and characterize the suspected protostellar
components within the Bok globule CB54. We detect and confirm the protostellar
status for the near-infrared source CB54YC1-II. The mid-infrared luminosity for
CB54YC1-II was found to be $L_{midir} \approx 8 L_\sun$, and we estimate a
central source mass of $M_* \approx 0.8 M_\sun$ (for a mass accretion rate of
${\dot M}=10^{-6} M_\sun yr^{-1}$). CB54 harbors another near-infrared source
(CB54YC1-I), which was not detected by our observations. The non-detection is
consistent with CB54YC1-I being a highly extinguished embedded young A or B
star or a background G or F giant. An alternative explanation for CB54YC1-I is
that the source is an embedded protostar viewed at an extremely high
inclination angle, and the near-infrared detections are not of the central
protostar, but of light scattered by the accretion disk into our line of sight.
In addition, we have discovered three new mid-infrared sources, which are
spatially coincident with the previously known dense core in CB54. The source
temperatures ($\sim100$K) and association of the mid-infrared sources with the
dense core suggests that these mid-infrared objects may be embedded class 0
protostars.
",2009,arxiv
704.0429,P. Ao,"Quantitative Resolution to some ""Absolute Discrepancies"" in Cancer
  Theories: a View from Phage lambda Genetic Switch","CellularOncology29:67-69,2007",q-bio.SC q-bio.CB,"  Is it possible to understand cancer? Or more specifically, is it possible to
understand cancer from genetic side? There already many answers in literature.
The most optimistic one has claimed that it is mission-possible. Duesberg and
his colleagues reviewed the impressive amount of research results on cancer
accumulated over 100 years. It confirms the a general opinion that considering
all available experimental results and clinical observations there is no cancer
theory without major difficulties, including the prevailing gene-based cancer
theories. They have then listed 9 ""absolute discrepancies"" for such cancer
theory. In this letter the quantitative evidence against one of their major
reasons for dismissing mutation cancer theory, by both in vivo experiment and a
first principle computation, is explicitly pointed out.
",2008,arxiv
704.0433,"Antonio De Nicola, Wlodzimierz M. Tulczyjew",A variational formulation of electrodynamics with external sources,"Int. J. Geom. Methods Mod. Phys. 6 (2009), 173-200",math-ph math.DG math.MP,"  We present a variational formulation of electrodynamics using de Rham even
and odd differential forms. Our formulation relies on a variational principle
more complete than the Hamilton principle and thus leads to field equations
with external sources and permits the derivation of the constitutive relations.
We interpret a domain in space-time as an odd de Rham 4-current. This permits a
treatment of different types of boundary problems in an unified way. In
particular we obtain a smooth transition to the infinitesimal version by using
a current with a one point support.
",2009,arxiv
704.0435,"Vojtech Pravda, Alena Pravdova, Marcello Ortaggio",Type D Einstein spacetimes in higher dimensions,"Class.Quant.Grav.24:4407-4428,2007",gr-qc hep-th,"  We show that all static spacetimes in higher dimensions are of Weyl types G,
I_i, D or O. This applies also to stationary spacetimes if additional
conditions are fulfilled, as for most known black hole/ring solutions. (The
conclusions change when the Killing generator becomes null, such as at Killing
horizons.) Next we demonstrate that the same Weyl types characterize warped
product spacetimes with a one-dimensional Lorentzian (timelike) factor, whereas
warped spacetimes with a two-dimensional Lorentzian factor are restricted to
the types D or O. By exploring the Bianchi identities, we then analyze the
simplest non-trivial case from the above classes - type D vacuum spacetimes,
possibly with a cosmological constant, dropping, however, the assumptions that
the spacetime is static, stationary or warped. It is shown that for ``generic''
type D vacuum spacetimes the corresponding principal null directions are
geodetic in any dimension (this applies also to type II spacetimes). For n>=5,
however, there may exist particular cases of type D spacetimes which admit
non-geodetic multiple principal null directions and we present such examples in
any n>=7. Further studies are restricted to five dimensions, where the type D
Weyl tensor is described by a 3x3 matrix \Phi_{ij}. In the case with
``twistfree'' (A_{ij}=0) principal null geodesics we show that in a ``generic''
case \Phi_{ij} is symmetric and eigenvectors of \Phi_{ij} coincide with those
of the expansion matrix S_{ij}, providing us with three preferred spacelike
directions of the spacetime. Similar results are also obtained when relaxing
the twistfree condition and assuming instead that \Phi_{ij} is symmetric. The
n=5 Myers-Perry black hole and Kerr-NUT-AdS metrics in arbitrary dimension are
briefly studied as specific examples of type D vacuum spacetime.
",2008,arxiv
704.0437,"CLEO Collaboration: T. K. Pedlar, et al",Measurement of B(D_S^+ --> ell^+ nu) and the Decay Constant f_D_{S^+},"Phys.Rev.D76:072002,2007",hep-ex hep-lat hep-ph,"  We examine e+e- --> Ds- Ds*+ and Ds*- Ds+ interactions at 4170 MeV using the
CLEO-c detector in order to measure the decay constant fDs+. We use the Ds+ -->
l+ nu channel, where the l+ designates either a mu+ or a tau+, when the tau+
--> pi+ nu. Analyzing both modes independently, we determine B(Ds+ --> mu+ nu)
= (0.594 +- 0.066 +- 0.031)%, and B(Ds+ --> tau+ nu) = (8.0 +- 1.3 +- 0.4)%. We
also analyze them simultaneously to find an effective value of B{eff}(Ds+ -->
mu+ nu) = (0.638 +- 0.059 +- 0.033)% and extract fDs = (274 +- 13 +- 7) MeV.
Combining with our previous determination of B(D+ -> mu+ nu), we also find the
ratio fDs/fD+ = 1.23 +- 0.11 +- 0.04. We compare to current theoretical
estimates. Finally, we find B(Ds+ --> e+ nu) < 1.3 x10^{-4} at 90% confidence
level.
",2010,arxiv
704.0438,Michael L. Graesser,"Broadening the Higgs Boson with Right-Handed Neutrinos and a Higher
  Dimension Operator at the Electroweak Scale","Phys.Rev.D76:075006,2007",hep-ph,"  The existence of certain TeV suppressed higher-dimension operators may open
up new decay channels for the Higgs boson to decay into lighter right-handed
neutrinos. These channels may dominate over all other channels if the Higgs
boson is light. For a Higgs boson mass larger than $2 m_W$ the new decays are
subdominant yet still of interest. The right-handed neutrinos have macroscopic
decay lengths and decay mostly into final states containing leptons and quarks.
A distinguishing collider signature of this scenario is a pair of displaced
vertices violating lepton number. A general operator analysis is performed
using the minimal flavor violation hypothesis to illustrate that these novel
decay processes can occur while remaining consistent with experimental
constraints on lepton number violating processes. In this context the question
of whether these new decay modes dominate is found to depend crucially on the
approximate flavor symmetries of the right-handed neutrinos.
",2008,arxiv
704.0439,Dmitri V. Averin and James A. Nesteroff,Coulomb blockade of anyons,"Phys. Rev. Lett. 99, 096801 (2007)",cond-mat.mes-hall,"  Coulomb interaction turns anyonic quasiparticles of a primary quantum Hall
liquid with filling factor $\nu =1/(2m+1)$ into hard-core anyons. We have
developed a model of coherent transport of such quasiparticles in systems of
multiple antidots by extending the Wigner-Jordan description of 1D abelian
anyons to tunneling problems. We show that the anyonic exchange statistics
manifests itself in tunneling conductance even in the {\em absence} of
quasiparticle exchanges. In particular, it can be seen as a non-vanishing
resonant peak associated with quasiparticle tunneling through a line of three
antidots.
",2007,arxiv
704.044,Bogdan Damski and Wojciech H. Zurek,"Dynamics of a quantum phase transition in a ferromagnetic Bose-Einstein
  condensate","Phys.Rev.Lett.99:130402,2007",cond-mat.other hep-th quant-ph,"  We discuss dynamics of a slow quantum phase transition in a spin-1
Bose-Einstein condensate. We determine analytically the scaling properties of
the system magnetization and verify them with numerical simulations in a one
dimensional model.
",2008,arxiv
704.0442,"Alessandro Ciattoni, Claudio Conti",Quantum electromagnetic X-waves,"JOSA B, Vol. 24, Issue 9, pp. 2195-2198 (2007)",physics.optics physics.gen-ph quant-ph,"  We show that two distinct quantum states of the electromagnetic field can be
associated to a classical vector X wave or a propagation-invariant solution of
Maxwell equations. The difference between the two states is of pure quantum
mechanical origin since they are internally entangled and disentangled,
respectively and can be generated by different linear or nonlinear processes.
Detection and generation of Schr\""odinger-cat states comprising two entangled
X-waves and their possible applications are discussed.
",2009,arxiv
704.0443,"V. Lensky, V. Baru, E. Epelbaum, C. Hanhart, J. Haidenbauer, A.
  Kudryavtsev, Ulf-G. Mei{\ss}ner","Neutron-neutron scattering length from the reaction gamma d --> pi^+ nn
  employing chiral perturbation theory","Eur.Phys.J.A33:339-348,2007",nucl-th nucl-ex,"  We discuss the possibility to extract the neutron-neutron scattering length
a_{nn} from experimental spectra on the reaction gamma d --> pi^+ nn. The
transition operator is calculated to high accuracy from chiral perturbation
theory. We argue that for properly chosen kinematics, the theoretical
uncertainty of the method can be as low as 0.1 fm.
",2008,arxiv
704.0445,Jacob L. Bourjaily,"Geometrically Engineering the Standard Model: Locally Unfolding Three
  Families out of E8","Phys.Rev.D76:046004,2007",hep-th,"  This paper extends and builds upon the results of an earlier paper, in which
we described how to use the tools of geometrical engineering to deform
geometrically-engineered grand unified models into ones with lower symmetry.
This top-down unfolding has the advantage that the relative positions of
singularities giving rise to the many `low energy' matter fields are related by
only a few parameters which deform the geometry of the unified model. And
because the relative positions of singularities are necessary to compute the
superpotential, for example, this is a framework in which the arbitrariness of
geometrically engineered models can be greatly reduced.
  In our earlier paper, this picture was made concrete for the case of
deforming the representations of an SU(5) model into their Standard Model
content. In this paper we continue that discussion to show how a geometrically
engineered 16 of SO(10) can be unfolded into the Standard Model, and how the
three families of the Standard Model uniquely emerge from the unfolding of a
single, isolated E8 singularity.
",2008,arxiv
704.0446,"Giovanna Carnovale, Francesco Polizzi","The classification of surfaces with p_g=q=1 isogenous to a product of
  curves","Adv. Geom. 9 (2009), 233-256",math.AG math.GR,"  A projective surface S is said to be isogenous to a product if there exist
two smooth curves C, F and a finite group G acting freely on C \times F so that
S=(C \times F)/G. In this paper we classify all surfaces with p_g=q=1 which are
isogenous to a product.
",2014,arxiv
